order_id,customer_id,order_date,order_value,is_first_order
175,125,2025-07-28,22.08,False
176,125,2025-10-30,34.79,False
177,126,2025-01-15,26.85,True
178,126,2025-02-26,42.3,False
179,127,2025-01-14,34.79,True
180,128,2025-01-09,31.93,True
181,128,2025-03-12,35.93,False
182,129,2025-01-27,24.18,True
183,130,2025-01-17,26.89,True
184,130,2025-04-09,42.77,False
185,131,2025-01-30,27.39,True
186,132,2025-01-24,35.84,True
187,132,2025-04-01,38.69,False
188,133,2025-01-16,31.06,True
189,134,2025-01-02,35.89,True
190,134,2025-02-11,26.28,False
191,135,2025-01-15,37.94,True
192,136,2025-01-24,32.5,True
193,137,2025-01-18,34.58,True
194,138,2025-02-02,32.06,True
195,139,2025-01-19,42.24,True
196,140,2025-01-04,27.4,True
197,141,2025-01-19,34.21,True
198,141,2025-03-28,40.44,False
199,141,2025-05-29,38.04,False
200,142,2025-01-12,29.22,True
201,143,2025-01-29,40.64,True
202,144,2025-01-06,38.75,True
203,144,2025-03-29,29.44,False
204,145,2025-01-07,25.49,True
205,145,2025-03-15,35.52,False
206,146,2025-01-19,32.06,True
207,147,2025-01-05,30.99,True
208,148,2025-01-06,28.27,True
209,149,2025-01-05,33.96,True
210,150,2025-01-06,36.98,True
211,150,2025-04-02,36.23,False
212,151,2025-01-28,33.72,True
213,152,2025-01-19,37.5,True
214,153,2025-01-25,30.4,True
215,154,2025-02-02,29.11,True
216,155,2025-01-02,28.86,True
217,156,2025-01-14,33.22,True
218,156,2025-03-16,29.16,False
219,156,2025-06-01,29.03,False
220,157,2025-01-09,32.15,True
221,158,2025-01-24,38.07,True
222,159,2025-01-18,39.81,True
223,159,2025-04-11,33.72,False
224,160,2025-01-29,30.37,True
225,160,2025-04-02,33.98,False
226,161,2025-01-26,40.77,True
227,162,2025-01-13,33.83,True
228,163,2025-01-14,28.46,True
229,164,2025-01-20,29.55,True
230,164,2025-04-21,36.19,False
231,165,2025-01-24,33.68,True
232,166,2025-01-03,35.33,True
233,166,2025-02-22,35.65,False
234,167,2025-01-05,36.16,True
235,167,2025-03-01,33.56,False
236,168,2025-01-15,33.39,True
237,169,2025-01-05,32.32,True
238,170,2025-01-28,31.94,True
239,170,2025-03-26,35.83,False
240,171,2025-01-24,26.44,True
241,172,2025-02-01,33.44,True
242,172,2025-03-16,33.41,False
243,172,2025-06-08,31.0,False
244,173,2025-01-28,32.19,True
245,173,2025-03-18,42.3,False
246,174,2025-01-19,34.39,True
247,174,2025-04-14,36.62,False
248,175,2025-01-13,28.89,True
249,175,2025-03-05,34.65,False
250,175,2025-05-05,29.54,False
251,175,2025-06-28,38.38,False
252,176,2025-01-06,36.94,True
253,177,2025-01-20,27.19,True
254,178,2025-01-23,22.6,True
255,178,2025-03-06,36.72,False
256,179,2025-01-30,41.41,True
257,180,2025-01-18,30.84,True
258,180,2025-03-28,36.04,False
259,181,2025-02-10,36.87,True
260,182,2025-02-14,28.19,True
261,182,2025-04-17,39.26,False
262,183,2025-02-28,25.79,True
263,184,2025-02-28,44.23,True
264,185,2025-02-24,32.75,True
265,185,2025-04-18,36.71,False
266,186,2025-02-12,39.27,True
267,187,2025-02-11,28.78,True
268,187,2025-03-25,38.73,False
269,188,2025-02-10,31.02,True
270,188,2025-03-29,34.62,False
271,189,2025-02-09,33.13,True
272,189,2025-04-12,32.48,False
273,190,2025-02-19,31.24,True
274,191,2025-02-02,32.55,True
275,192,2025-02-09,24.28,True
276,192,2025-03-27,34.34,False
277,193,2025-02-08,35.97,True
278,194,2025-02-03,38.13,True
279,194,2025-04-21,41.84,False
280,195,2025-02-21,35.07,True
281,195,2025-04-27,39.12,False
282,196,2025-02-12,25.22,True
283,197,2025-02-28,36.2,True
284,198,2025-02-23,26.24,True
285,199,2025-02-08,32.39,True
286,199,2025-04-06,38.11,False
287,199,2025-05-24,38.7,False
288,199,2025-07-07,34.59,False
289,199,2025-09-08,34.38,False
290,200,2025-02-10,30.78,True
291,201,2025-02-10,30.68,True
292,202,2025-02-02,31.18,True
293,203,2025-02-17,32.19,True
294,204,2025-02-18,40.59,True
295,204,2025-04-21,32.74,False
296,205,2025-02-09,34.37,True
297,205,2025-03-27,42.11,False
298,206,2025-02-03,36.81,True
299,206,2025-05-08,40.19,False
300,207,2025-02-19,39.36,True
301,208,2025-02-26,26.06,True
302,209,2025-02-08,24.46,True
303,210,2025-02-11,44.29,True
304,211,2025-02-17,30.18,True
305,212,2025-02-02,31.42,True
306,213,2025-02-14,24.0,True
307,214,2025-02-22,33.83,True
308,215,2025-02-11,36.27,True
309,216,2025-02-11,31.95,True
310,216,2025-03-26,34.1,False
311,217,2025-02-22,31.3,True
312,218,2025-02-25,30.72,True
313,218,2025-04-24,47.76,False
314,218,2025-06-14,30.44,False
315,219,2025-02-25,25.39,True
316,220,2025-02-15,31.49,True
317,221,2025-02-06,28.44,True
318,221,2025-04-15,37.79,False
319,222,2025-02-12,31.07,True
320,223,2025-02-08,25.11,True
321,223,2025-03-25,22.5,False
322,223,2025-05-14,35.73,False
323,224,2025-02-26,35.91,True
324,224,2025-05-05,39.14,False
325,225,2025-02-16,34.8,True
326,226,2025-02-26,26.39,True
327,227,2025-02-16,20.58,True
328,228,2025-02-24,28.04,True
329,228,2025-05-11,39.71,False
330,228,2025-07-07,43.66,False
331,229,2025-02-18,29.35,True
332,229,2025-05-13,33.53,False
333,230,2025-02-20,24.2,True
334,231,2025-02-13,28.02,True
335,232,2025-02-17,28.86,True
336,233,2025-02-16,40.7,True
337,233,2025-04-17,42.0,False
338,234,2025-02-25,29.76,True
339,235,2025-02-15,27.82,True
340,236,2025-02-07,34.97,True
341,236,2025-04-24,33.75,False
342,237,2025-03-01,32.12,True
343,237,2025-05-11,45.72,False
344,238,2025-02-03,37.97,True
345,239,2025-02-08,35.98,True
346,239,2025-04-20,28.04,False
347,240,2025-02-25,36.12,True
348,241,2025-02-13,30.03,True
349,242,2025-02-05,36.23,True
350,243,2025-02-18,26.21,True
351,244,2025-02-26,21.58,True
352,245,2025-02-26,30.74,True
353,246,2025-02-16,38.16,True
354,247,2025-02-18,26.1,True
355,248,2025-02-12,34.02,True
356,249,2025-02-26,30.99,True
357,250,2025-02-26,37.95,True
358,250,2025-05-02,32.64,False
359,251,2025-02-24,33.14,True
360,252,2025-02-28,24.06,True
361,252,2025-05-10,24.73,False
362,252,2025-06-29,41.26,False
363,253,2025-02-09,41.3,True
364,253,2025-04-22,52.26,False
365,254,2025-02-20,34.14,True
366,254,2025-04-24,32.84,False
367,255,2025-02-16,33.63,True
368,256,2025-02-16,31.45,True
369,256,2025-04-14,28.25,False
370,256,2025-07-14,40.33,False
371,257,2025-02-27,30.12,True
372,258,2025-02-26,30.73,True
373,259,2025-02-28,23.33,True
374,260,2025-02-23,33.88,True
375,261,2025-02-06,38.23,True
376,262,2025-02-18,36.15,True
377,263,2025-02-13,31.88,True
378,264,2025-02-10,32.89,True
379,265,2025-02-09,38.13,True
380,266,2025-02-14,31.18,True
381,267,2025-02-07,38.24,True
382,267,2025-04-19,30.51,False
383,268,2025-02-24,29.29,True
384,268,2025-05-08,24.77,False
385,269,2025-02-23,31.09,True
386,270,2025-02-27,37.91,True
387,270,2025-04-27,33.05,False
388,270,2025-06-14,40.17,False
389,271,2025-02-09,31.96,True
390,272,2025-02-17,43.15,True
391,273,2025-02-20,38.84,True
392,273,2025-04-26,41.97,False
393,274,2025-02-09,30.91,True
394,275,2025-02-12,39.01,True
395,276,2025-02-06,36.12,True
396,276,2025-04-24,39.93,False
397,276,2025-07-12,30.43,False
398,276,2025-10-11,26.19,False
399,277,2025-02-02,29.8,True
400,278,2025-02-04,37.6,True
401,279,2025-02-28,25.05,True
402,280,2025-02-22,33.45,True
403,281,2025-02-02,30.47,True
404,282,2025-02-21,34.55,True
405,283,2025-02-23,39.34,True
406,284,2025-02-08,32.45,True
407,285,2025-02-14,36.81,True
408,286,2025-02-21,34.3,True
409,287,2025-02-12,25.57,True
410,288,2025-02-15,23.16,True
411,288,2025-04-17,35.92,False
412,289,2025-02-06,31.19,True
413,289,2025-05-06,27.26,False
414,289,2025-06-30,38.7,False
415,290,2025-02-06,33.65,True
416,291,2025-03-30,32.15,True
417,292,2025-03-08,33.73,True
418,293,2025-04-02,34.75,True
419,293,2025-06-09,35.28,False
420,294,2025-03-06,36.71,True
421,294,2025-05-16,27.68,False
422,295,2025-03-14,28.35,True
423,296,2025-03-20,33.6,True
424,297,2025-03-13,26.66,True
425,298,2025-03-10,38.32,True
426,299,2025-03-04,38.79,True
427,300,2025-03-06,30.91,True
428,301,2025-03-26,30.74,True
429,302,2025-03-09,28.61,True
430,303,2025-03-07,23.12,True
431,304,2025-03-07,34.89,True
432,305,2025-03-03,37.88,True
433,306,2025-03-26,20.28,True
434,306,2025-06-20,38.25,False
435,307,2025-03-17,27.85,True
436,308,2025-03-19,33.42,True
437,309,2025-03-06,36.87,True
438,310,2025-03-07,24.64,True
439,311,2025-03-07,29.7,True
440,311,2025-06-09,36.32,False
441,312,2025-03-09,31.11,True
442,313,2025-03-21,38.36,True
443,314,2025-03-29,30.82,True
444,314,2025-06-14,38.33,False
445,315,2025-03-03,32.64,True
446,316,2025-03-14,31.49,True
447,317,2025-03-05,28.52,True
448,318,2025-03-22,33.41,True
449,319,2025-03-20,24.01,True
450,320,2025-03-25,30.86,True
451,320,2025-05-16,38.19,False
452,321,2025-03-21,24.5,True
453,322,2025-03-01,38.14,True
454,322,2025-05-10,39.84,False
455,323,2025-03-24,31.29,True
456,324,2025-03-27,24.14,True
457,325,2025-03-09,32.89,True
458,325,2025-05-18,33.21,False
459,325,2025-07-26,25.57,False
460,325,2025-09-22,33.04,False
461,326,2025-03-31,33.18,True
462,327,2025-03-24,33.3,True
463,328,2025-03-14,29.1,True
464,328,2025-06-10,39.85,False
465,328,2025-08-03,36.76,False
466,329,2025-04-02,35.03,True
467,329,2025-05-30,42.28,False
468,329,2025-07-29,47.54,False
469,329,2025-09-10,36.59,False
470,330,2025-03-24,32.37,True
471,331,2025-03-15,31.85,True
472,332,2025-04-01,29.42,True
473,333,2025-03-07,31.05,True
474,334,2025-03-25,30.06,True
475,335,2025-03-27,25.44,True
476,336,2025-03-23,29.12,True
477,337,2025-03-07,36.46,True
478,338,2025-03-23,28.72,True
479,339,2025-03-08,35.14,True
480,340,2025-03-15,26.85,True
481,340,2025-05-12,31.33,False
482,341,2025-03-23,26.74,True
483,341,2025-05-06,28.7,False
484,341,2025-07-03,52.86,False
485,342,2025-03-16,29.74,True
486,343,2025-03-28,40.53,True
487,344,2025-03-17,25.27,True
488,345,2025-03-30,39.31,True
489,345,2025-06-11,36.57,False
490,346,2025-03-18,35.44,True
491,347,2025-04-02,24.04,True
492,347,2025-06-04,26.05,False
493,347,2025-07-25,37.64,False
494,348,2025-03-19,30.37,True
495,349,2025-03-31,29.18,True
496,349,2025-06-01,38.65,False
497,350,2025-03-20,32.46,True
498,351,2025-03-13,32.0,True
499,352,2025-03-30,22.24,True
500,352,2025-06-24,37.64,False
501,352,2025-09-09,33.23,False
502,353,2025-03-09,34.42,True
503,354,2025-04-02,35.85,True
504,354,2025-06-28,39.87,False
505,355,2025-03-07,36.3,True
506,356,2025-03-16,30.87,True
507,357,2025-03-30,26.41,True
508,358,2025-03-04,32.44,True
509,359,2025-03-14,39.39,True
510,360,2025-03-14,32.05,True
511,360,2025-05-22,28.14,False
512,360,2025-08-16,36.2,False
513,361,2025-03-06,35.31,True
514,361,2025-04-29,34.2,False
515,361,2025-07-14,38.85,False
516,362,2025-03-25,37.22,True
517,362,2025-06-01,39.93,False
518,363,2025-03-20,37.12,True
519,364,2025-03-03,30.95,True
520,365,2025-03-02,33.18,True
521,365,2025-05-11,32.63,False
522,366,2025-03-08,26.68,True
523,367,2025-03-18,41.04,True
524,368,2025-03-23,35.62,True
525,369,2025-03-17,32.51,True
526,369,2025-05-25,29.62,False
527,370,2025-03-21,34.71,True
528,370,2025-06-13,31.3,False
529,371,2025-03-22,30.67,True
530,371,2025-06-01,38.72,False
531,371,2025-08-05,29.55,False
532,372,2025-03-14,35.01,True
533,372,2025-05-09,29.03,False
534,372,2025-08-07,36.88,False
535,373,2025-03-09,28.1,True
536,374,2025-03-25,17.41,True
537,375,2025-03-31,28.92,True
538,376,2025-03-16,24.67,True
539,376,2025-06-02,24.47,False
540,377,2025-03-25,26.04,True
541,378,2025-03-16,36.33,True
542,378,2025-06-04,25.69,False
543,379,2025-03-21,38.47,True
544,380,2025-04-01,31.83,True
545,381,2025-04-30,31.65,True
546,382,2025-04-06,34.83,True
547,383,2025-04-27,29.61,True
548,384,2025-04-07,35.3,True
549,384,2025-06-08,40.42,False
550,385,2025-04-13,27.03,True
551,386,2025-04-07,35.3,True
552,387,2025-04-12,25.1,True
553,388,2025-04-14,34.49,True
554,389,2025-04-19,35.83,True
555,390,2025-04-12,46.29,True
556,391,2025-04-05,34.92,True
557,392,2025-04-04,28.99,True
558,393,2025-04-21,40.61,True
559,393,2025-07-24,38.28,False
560,394,2025-04-24,36.82,True
561,394,2025-06-07,34.82,False
562,394,2025-09-06,27.56,False
563,395,2025-04-11,32.28,True
564,396,2025-04-29,32.27,True
565,396,2025-06-26,38.44,False
566,396,2025-08-23,29.08,False
567,397,2025-04-20,35.89,True
568,398,2025-04-25,28.85,True
569,399,2025-04-05,35.15,True
570,400,2025-04-07,32.47,True
571,401,2025-04-23,27.98,True
572,401,2025-07-22,37.54,False
573,401,2025-10-24,31.72,False
574,401,2026-01-08,32.93,False
575,402,2025-04-25,28.01,True
576,402,2025-07-21,38.34,False
577,402,2025-10-05,37.19,False
578,403,2025-04-16,32.31,True
579,403,2025-06-18,37.29,False
580,404,2025-04-23,32.22,True
581,405,2025-04-15,31.86,True
582,405,2025-07-06,32.86,False
583,406,2025-04-12,32.49,True
584,407,2025-04-25,33.62,True
585,408,2025-04-24,33.24,True
586,408,2025-06-10,37.91,False
587,409,2025-04-10,30.34,True
588,409,2025-06-08,31.68,False
589,409,2025-08-18,30.34,False
590,410,2025-04-01,32.64,True
591,410,2025-05-14,30.92,False
592,411,2025-04-20,35.0,True
593,412,2025-04-27,35.39,True
594,413,2025-04-19,27.28,True
595,414,2025-04-07,38.51,True
596,415,2025-04-16,38.24,True
597,415,2025-07-15,25.74,False
598,416,2025-04-11,27.75,True
599,417,2025-04-24,25.92,True
600,418,2025-04-26,34.41,True
601,418,2025-07-07,33.76,False
602,419,2025-04-03,22.69,True
603,420,2025-04-22,32.09,True
604,420,2025-07-12,33.19,False
605,421,2025-04-28,35.63,True
606,421,2025-07-02,36.22,False
607,422,2025-04-12,31.1,True
608,423,2025-04-06,27.93,True
609,424,2025-04-14,32.45,True
610,425,2025-04-24,30.53,True
611,426,2025-05-01,35.05,True
612,427,2025-04-26,36.9,True
613,428,2025-04-21,27.67,True
614,428,2025-06-05,36.07,False
615,429,2025-04-05,24.57,True
616,430,2025-04-29,32.43,True
617,431,2025-04-18,33.17,True
618,432,2025-04-22,42.93,True
619,433,2025-04-16,26.61,True
620,434,2025-04-24,27.38,True
621,434,2025-06-30,35.46,False
622,434,2025-09-26,34.17,False
623,435,2025-04-07,25.03,True
624,436,2025-04-19,28.9,True
625,437,2025-04-19,31.73,True
626,438,2025-05-02,31.58,True
627,439,2025-04-09,37.17,True
628,440,2025-04-25,33.23,True
629,441,2025-04-21,20.11,True
630,441,2025-06-21,34.83,False
631,442,2025-04-12,35.04,True
632,443,2025-04-11,29.72,True
633,443,2025-06-17,29.46,False
634,444,2025-04-23,32.63,True
635,445,2025-04-10,41.43,True
636,446,2025-04-14,38.18,True
637,446,2025-06-10,37.66,False
638,447,2025-04-25,35.49,True
639,448,2025-04-22,24.1,True
640,448,2025-07-02,42.85,False
641,449,2025-04-29,37.82,True
642,449,2025-08-01,31.5,False
643,449,2025-10-27,34.16,False
644,449,2026-01-04,19.42,False
645,450,2025-04-28,29.53,True
646,451,2025-04-13,38.46,True
647,451,2025-06-19,40.96,False
648,451,2025-08-13,36.34,False
649,452,2025-04-17,30.56,True
650,453,2025-04-21,30.65,True
651,454,2025-04-12,37.7,True
652,454,2025-06-08,21.7,False
653,454,2025-08-31,44.82,False
654,454,2025-11-26,42.0,False
655,455,2025-04-03,33.3,True
656,455,2025-05-19,36.51,False
657,456,2025-04-02,37.25,True
658,456,2025-05-14,44.88,False
659,457,2025-04-27,31.06,True
660,458,2025-04-08,31.12,True
661,458,2025-06-14,40.5,False
662,459,2025-04-04,31.81,True
663,460,2025-04-25,21.07,True
664,461,2025-04-27,38.05,True
665,462,2025-04-10,27.01,True
666,463,2025-04-21,44.66,True
667,463,2025-06-29,42.72,False
668,464,2025-04-05,35.94,True
669,464,2025-05-20,35.31,False
670,464,2025-07-09,33.87,False
671,465,2025-04-04,28.5,True
672,466,2025-05-26,36.98,True
673,467,2025-05-28,22.42,True
674,467,2025-07-24,35.07,False
675,467,2025-10-18,31.78,False
676,467,2025-12-16,43.94,False
677,468,2025-05-08,29.69,True
678,468,2025-07-21,37.97,False
679,469,2025-06-01,32.18,True
680,470,2025-05-21,35.81,True
681,470,2025-07-01,30.71,False
682,471,2025-05-30,31.5,True
683,472,2025-05-12,36.24,True
684,472,2025-07-18,35.99,False
685,473,2025-05-14,35.83,True
686,474,2025-05-19,43.05,True
687,475,2025-05-26,29.26,True
688,476,2025-05-31,33.24,True
689,477,2025-05-28,38.09,True
690,478,2025-05-06,33.79,True
691,479,2025-05-12,28.99,True
692,479,2025-07-16,40.83,False
693,479,2025-09-30,32.48,False
694,480,2025-05-17,34.78,True
695,481,2025-05-11,40.91,True
696,481,2025-06-27,34.72,False
697,482,2025-05-30,35.41,True
698,482,2025-07-13,33.77,False
699,483,2025-05-07,37.74,True
700,484,2025-05-29,32.73,True
701,485,2025-05-27,27.65,True
702,486,2025-05-16,35.07,True
703,487,2025-05-20,34.04,True
704,488,2025-05-18,31.77,True
705,488,2025-07-02,48.12,False
706,489,2025-05-07,23.6,True
707,490,2025-05-23,21.57,True
708,491,2025-05-26,21.5,True
709,492,2025-05-10,39.45,True
710,493,2025-05-28,38.64,True
711,494,2025-05-29,27.29,True
712,495,2025-05-31,22.95,True
713,496,2025-05-20,35.2,True
714,497,2025-05-10,31.63,True
715,498,2025-05-28,27.18,True
716,499,2025-05-14,27.04,True
717,500,2025-05-28,33.7,True
718,501,2025-05-24,32.41,True
719,502,2025-05-12,35.12,True
720,503,2025-05-25,34.35,True
721,504,2025-06-01,27.89,True
722,505,2025-05-24,22.43,True
723,505,2025-07-24,32.74,False
724,506,2025-05-23,33.02,True
725,507,2025-05-07,27.04,True
726,508,2025-05-19,25.35,True
727,509,2025-05-11,28.99,True
728,510,2025-05-17,28.61,True
729,511,2025-05-05,28.14,True
730,512,2025-05-04,28.58,True
731,513,2025-05-09,29.24,True
732,513,2025-07-31,44.8,False
733,514,2025-05-23,32.45,True
734,515,2025-05-09,32.03,True
735,516,2025-05-13,35.44,True
736,517,2025-05-29,30.93,True
737,518,2025-05-03,34.94,True
738,518,2025-07-19,30.18,False
739,519,2025-05-02,31.22,True
740,519,2025-06-30,37.75,False
741,520,2025-05-06,22.51,True
742,521,2025-05-10,31.9,True
743,522,2025-05-09,27.25,True
744,523,2025-05-03,26.96,True
745,524,2025-05-27,24.86,True
746,525,2025-05-06,30.0,True
747,526,2025-05-07,28.72,True
748,527,2025-05-01,29.68,True
749,528,2025-05-13,33.83,True
750,529,2025-05-06,23.13,True
751,530,2025-05-19,30.89,True
752,530,2025-07-07,31.86,False
753,530,2025-09-27,25.46,False
754,530,2025-11-16,43.72,False
755,531,2025-05-19,26.84,True
756,532,2025-05-15,39.0,True
757,533,2025-05-19,32.73,True
758,534,2025-05-26,36.29,True
759,534,2025-07-06,43.12,False
760,535,2025-05-03,34.0,True
761,536,2025-05-21,31.43,True
762,537,2025-05-06,31.63,True
763,538,2025-05-03,32.34,True
764,539,2025-05-22,37.2,True
765,539,2025-07-08,37.05,False
766,540,2025-05-10,32.9,True
767,541,2025-05-24,27.48,True
768,542,2025-05-19,25.68,True
769,543,2025-05-09,40.64,True
770,544,2025-05-18,29.99,True
771,545,2025-05-26,44.29,True
772,546,2025-06-06,29.33,True
773,546,2025-07-22,27.23,False
774,547,2025-06-05,36.22,True
775,548,2025-06-11,35.38,True
776,548,2025-07-22,36.06,False
777,548,2025-10-18,47.55,False
778,549,2025-07-01,27.42,True
779,550,2025-07-01,27.02,True
780,551,2025-06-07,34.77,True
781,551,2025-08-07,43.18,False
782,552,2025-06-22,37.48,True
783,552,2025-08-23,32.01,False
784,553,2025-06-30,28.9,True
785,554,2025-06-05,31.22,True
786,554,2025-08-09,44.21,False
787,554,2025-10-03,45.45,False
788,554,2025-12-20,36.76,False
789,555,2025-06-19,24.66,True
790,556,2025-06-14,47.3,True
791,557,2025-06-17,34.55,True
792,558,2025-06-24,34.86,True
793,559,2025-06-23,26.63,True
794,560,2025-06-20,20.79,True
795,561,2025-06-06,27.84,True
796,562,2025-06-24,36.47,True
797,563,2025-06-03,31.99,True
798,563,2025-07-18,36.85,False
799,564,2025-06-26,27.91,True
800,564,2025-09-02,35.44,False
801,565,2025-06-23,28.68,True
802,566,2025-06-28,36.89,True
803,566,2025-09-26,40.85,False
804,567,2025-06-17,37.11,True
805,568,2025-06-18,32.21,True
806,569,2025-06-22,26.0,True
807,570,2025-06-18,41.44,True
808,571,2025-06-22,33.79,True
809,571,2025-09-03,45.46,False
810,571,2025-11-23,41.47,False
811,572,2025-06-10,25.64,True
812,573,2025-06-07,36.49,True
813,574,2025-06-27,25.25,True
814,575,2025-06-17,36.35,True
815,575,2025-08-07,42.34,False
816,576,2025-06-15,23.17,True
817,576,2025-08-15,31.5,False
818,576,2025-11-05,43.59,False
819,577,2025-06-08,31.34,True
820,578,2025-06-16,34.11,True
